issue_id,file_id,lang,comment_ratio_hula,cyclomatic_complexity_hula,fanout_external_hula,fanout_internal_hula,halstead_bugprop_hula,halstead_difficulty_hula,halstead_effort_hula,halstead_timerequired_hula,halstead_volume_hula,loc_hula,maintainability_index_hula,operands_sum_hula,operands_uniq_hula,operators_sum_hula,operators_uniq_hula,pylint_hula,tiobe_hula,tiobe_compiler_hula,tiobe_complexity_hula,tiobe_coverage_hula,tiobe_duplication_hula,tiobe_fanout_hula,tiobe_functional_hula,tiobe_security_hula,tiobe_standard_hula,halstead_vocabulary_hula,comment_ratio_human,cyclomatic_complexity_human,fanout_external_human,fanout_internal_human,halstead_bugprop_human,halstead_difficulty_human,halstead_effort_human,halstead_timerequired_human,halstead_volume_human,loc_human,maintainability_index_human,operands_sum_human,operands_uniq_human,operators_sum_human,operators_uniq_human,pylint_human,tiobe_human,tiobe_compiler_human,tiobe_complexity_human,tiobe_coverage_human,tiobe_duplication_human,tiobe_fanout_human,tiobe_functional_human,tiobe_security_human,tiobe_standard_human,halstead_vocabulary_human
199,199_1.java,Java,0.0,2.0,4.0,0.0,0.41,24.722,30394.696,1688.594,1229.448,39.0,43.389,89.0,27.0,139.0,15.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,42.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
201,201_1.ts,TypeScript,3.347,2.0,7.0,0.0,0.72,14.316,30925.667,1718.093,2160.249,43.0,40.75,102.0,57.0,247.0,16.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,73.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
201,201_1.ts,TypeScript,3.347,2.0,7.0,0.0,0.72,14.316,30925.667,1718.093,2160.249,43.0,40.75,102.0,57.0,247.0,16.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,73.0,4.16,2.0,6.0,0.0,0.546,10.566,17305.522,961.418,1637.844,30.0,45.003,80.0,53.0,190.0,14.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,67.0
202,202_1.java,Java,0.0,0.0,1.0,0.0,0.099,31.2,9237.218,513.179,296.065,22.0,53.412,24.0,5.0,47.0,13.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,18.0,0.0,0.0,1.0,0.0,0.1,21.0,6272.229,348.457,298.678,20.0,54.288,21.0,7.0,47.0,14.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,21.0
207,207_1.kt,Kotlin,0.0,0.0,3.0,0.0,0.274,11.314,9311.779,517.321,823.011,50.0,42.525,72.0,35.0,77.0,11.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,46.0,0.0,0.0,3.0,0.0,0.274,11.314,9311.779,517.321,823.011,50.0,42.525,72.0,35.0,77.0,11.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,46.0
208,208_1.ts,TypeScript,5.144,0.0,2.0,0.0,3.678,53.799,593560.541,32975.586,11033.03,259.0,19.049,534.0,134.0,971.0,27.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,161.0,5.999,0.0,2.0,0.0,3.689,53.5,592164.419,32898.023,11068.494,264.0,18.858,535.0,135.0,973.0,27.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,162.0
212,212_1.kt,Kotlin,8.973,16.0,60.0,0.0,7.711,97.235,2249406.78,124967.043,23133.697,537.0,7.738,1133.0,268.0,1656.0,46.0,100.0,80.247,100.0,1.646,100.0,100.0,0.0,100.0,100.0,100.0,314.0,8.647,16.0,60.0,0.0,7.755,97.922,2278285.183,126571.399,23266.411,536.0,7.738,1141.0,268.0,1664.0,46.0,100.0,80.247,100.0,1.646,100.0,100.0,0.0,100.0,100.0,100.0,314.0
213,213_1.ts,TypeScript,25.661,1.0,3.0,0.0,0.782,24.344,57081.785,3171.21,2344.774,77.0,35.116,110.0,61.0,253.0,27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,26.128,1.0,3.0,0.0,0.767,24.941,57378.593,3187.7,2300.603,75.0,35.423,109.0,59.0,249.0,27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0
223,223_3.java,Java,36.738,1.0,8.0,0.0,0.2,11.577,6962.105,386.784,601.378,40.0,45.459,43.0,26.0,70.0,14.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,38.3,1.0,8.0,0.0,0.172,11.261,5807.635,322.646,515.736,39.0,46.166,37.0,23.0,62.0,14.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37.0
224,224_1.ts,TypeScript,4.167,22.0,13.0,2.0,5.844,36.57,641189.281,35621.627,17533.106,523.0,8.024,791.0,292.0,1317.0,27.0,100.0,83.994,100.0,0.627,100.0,100.0,78.0,100.0,100.0,100.0,319.0,4.229,23.0,13.0,2.0,5.749,34.772,599662.922,33314.607,17245.754,514.0,8.104,773.0,289.0,1305.0,26.0,100.0,83.982,100.0,0.548,100.0,100.0,78.0,100.0,100.0,100.0,315.0
228,228_1.go,Go,7.587,17.0,22.0,0.0,6.679,28.001,561052.852,31169.603,20036.613,355.0,11.961,1067.0,362.0,1270.0,19.0,100.0,84.005,100.0,1.37,100.0,100.0,76.0,100.0,100.0,100.0,381.0,7.054,17.0,22.0,0.0,6.253,29.637,555914.321,30884.129,18757.757,324.0,13.028,1017.0,326.0,1208.0,19.0,100.0,84.005,100.0,1.37,100.0,100.0,76.0,100.0,100.0,100.0,345.0
235,235_1.java,Java,6.097,0.0,9.0,0.0,0.309,19.339,17939.437,996.635,927.616,44.0,43.372,57.0,28.0,110.0,19.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,47.0,0.0,0.0,9.0,0.0,0.136,15.692,6391.036,355.058,407.272,27.0,50.502,24.0,13.0,59.0,17.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,30.0
238,238_1.ts,TypeScript,4.412,2.0,0.0,0.0,0.213,8.571,5477.926,304.329,639.091,50.0,43.025,36.0,21.0,93.0,10.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,31.0,4.294,2.0,0.0,0.0,0.227,8.125,5538.975,307.721,681.72,51.0,42.641,39.0,24.0,95.0,10.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,34.0
241,241_3.java,Java,2.651,22.0,104.0,0.0,12.688,99.758,3797078.916,210948.829,38063.063,703.0,2.865,1646.0,429.0,2626.0,52.0,100.0,80.094,100.0,0.627,100.0,100.0,0.0,100.0,100.0,100.0,481.0,2.67,21.0,104.0,0.0,12.563,98.848,3725485.495,206971.416,37688.848,698.0,3.097,1631.0,429.0,2599.0,52.0,100.0,80.108,100.0,0.722,100.0,100.0,0.0,100.0,100.0,100.0,481.0
243,243_2.kt,Kotlin,0.0,0.0,42.0,0.0,2.275,74.386,507573.566,28198.531,6823.513,171.0,24.444,424.0,114.0,515.0,40.0,100.0,96.569,100.0,98.462,100.0,100.0,36.0,100.0,100.0,100.0,154.0,0.0,0.0,39.0,0.0,1.911,65.52,375675.787,20870.877,5733.757,149.0,26.278,364.0,100.0,445.0,36.0,100.0,96.869,100.0,98.462,100.0,100.0,42.0,100.0,100.0,100.0,136.0
244,244_1.java,Java,21.831,0.0,18.0,0.0,0.651,25.532,49870.997,2770.611,1953.281,61.0,38.013,120.0,47.0,202.0,20.0,100.0,98.969,100.0,98.462,100.0,100.0,84.0,100.0,100.0,100.0,67.0,13.332,1.0,16.0,0.0,0.692,22.541,46817.129,2600.952,2077.019,56.0,38.502,139.0,74.0,175.0,24.0,100.0,99.4,100.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,98.0
249,249_1.ts,TypeScript,17.131,4.0,8.0,1.0,0.562,14.45,24359.313,1353.295,1685.766,47.0,40.393,102.0,60.0,167.0,17.0,100.0,93.607,100.0,58.716,100.0,100.0,96.0,100.0,100.0,100.0,77.0,13.126,4.0,8.0,1.0,0.557,14.121,23589.103,1310.506,1670.502,42.0,41.486,103.0,62.0,162.0,17.0,100.0,93.607,100.0,58.716,100.0,100.0,96.0,100.0,100.0,100.0,79.0
253,253_1.ts,TypeScript,4.214,0.0,8.0,1.0,1.377,13.354,55151.314,3063.962,4130.053,175.0,25.751,219.0,123.0,362.0,15.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,138.0,4.222,0.0,8.0,1.0,1.367,13.354,54771.614,3042.867,4101.619,174.0,25.827,219.0,123.0,358.0,15.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,138.0
254,254_1.py,Python,43.955,3.0,9.0,0.0,2.164,68.0,441482.958,24526.831,6492.396,233.0,21.261,380.0,95.0,546.0,34.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,129.0,46.253,5.0,9.0,0.0,2.292,62.0,426270.377,23681.688,6875.329,240.0,20.537,404.0,101.0,572.0,31.0,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,132.0
256,256_1.kt,Kotlin,0.0,3.0,1.0,0.0,0.048,8.0,1140.989,63.388,142.624,11.0,61.796,16.0,10.0,17.0,10.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,0.0,3.0,1.0,0.0,0.038,6.75,772.53,42.918,114.449,10.0,63.368,12.0,8.0,16.0,9.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,17.0
256,256_2.kt,Kotlin,0.0,0.0,25.0,0.0,1.312,29.609,116552.688,6475.149,3936.362,116.0,29.793,243.0,119.0,303.0,29.0,100.0,98.269,100.0,98.462,100.0,100.0,70.0,100.0,100.0,100.0,148.0,0.0,0.0,16.0,0.0,0.651,16.879,32950.548,1830.586,1952.212,73.0,36.313,139.0,70.0,164.0,17.0,100.0,99.169,100.0,98.462,100.0,100.0,88.0,100.0,100.0,100.0,87.0
270,270_1.ts,TypeScript,0.0,3.0,4.0,0.0,0.469,15.841,22265.74,1236.986,1405.585,55.0,39.591,82.0,44.0,155.0,17.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,61.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
272,272_1.java,Java,0.0,2.0,2.0,0.0,0.025,5.0,380.0,21.111,76.0,6.0,69.587,6.0,6.0,13.0,10.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,16.0,0.0,2.0,2.0,0.0,0.025,5.0,380.0,21.111,76.0,6.0,69.587,6.0,6.0,13.0,10.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,16.0
273,273_1.kt,Kotlin,0.0,1.0,14.0,0.0,1.792,51.64,277673.439,15426.302,5377.063,131.0,27.558,406.0,114.0,345.0,29.0,100.0,99.6,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,143.0,0.0,1.0,14.0,0.0,1.715,52.0,267470.94,14859.497,5143.672,133.0,27.549,404.0,101.0,332.0,26.0,100.0,99.6,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,127.0
282,282_1.kt,Kotlin,4.046,0.0,8.0,0.0,0.265,12.0,9549.405,530.522,795.784,50.0,42.627,51.0,34.0,90.0,16.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,50.0,5.378,0.0,7.0,0.0,0.244,10.606,7776.424,432.024,733.206,46.0,43.666,50.0,33.0,82.0,14.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,47.0
282,282_4.kt,Kotlin,10.188,12.0,47.0,0.0,4.517,54.296,735785.356,40876.964,13551.429,423.0,12.163,771.0,213.0,939.0,30.0,100.0,81.886,100.0,3.91,100.0,100.0,26.0,100.0,100.0,100.0,243.0,5.042,11.0,49.0,0.0,4.67,56.881,796876.524,44270.918,14009.603,411.0,12.469,800.0,218.0,960.0,31.0,100.0,81.859,100.0,5.063,100.0,100.0,22.0,100.0,100.0,100.0,249.0
282,282_5.kt,Kotlin,0.0,1.0,11.0,0.0,0.973,33.102,96600.798,5366.711,2918.241,129.0,29.562,157.0,83.0,267.0,35.0,100.0,99.9,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,118.0,0.0,1.0,9.0,0.0,0.889,31.158,83134.889,4618.605,2668.181,120.0,30.52,148.0,76.0,247.0,32.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.0
286,286_3.java,Java,20.241,2.0,1.0,0.0,1.309,7.56,29686.848,1649.269,3926.832,96.0,31.324,378.0,150.0,161.0,6.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,156.0,24.9,2.0,1.0,0.0,1.268,7.562,28773.279,1598.516,3805.162,96.0,31.42,368.0,146.0,157.0,6.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,152.0
288,288_1.java,Java,0.67,4.0,33.0,0.0,2.656,41.152,327912.661,18217.37,7968.382,168.0,23.602,442.0,145.0,631.0,27.0,100.0,91.507,100.0,58.716,100.0,100.0,54.0,100.0,100.0,100.0,172.0,0.691,3.0,32.0,0.0,2.554,41.763,320012.777,17778.488,7662.666,161.0,24.258,430.0,139.0,609.0,27.0,100.0,94.8,100.0,80.0,100.0,100.0,56.0,100.0,100.0,100.0,166.0
292,292_1.py,Python,7.873,66.0,10.0,0.0,7.833,112.939,2653807.007,147433.723,23497.675,449.0,2.661,1528.0,230.0,1393.0,34.0,100.0,85.003,100.0,0.023,100.0,100.0,100.0,100.0,100.0,100.0,264.0,7.378,63.0,10.0,0.0,7.616,102.92,2351516.16,130639.787,22848.0,440.0,3.341,1494.0,225.0,1362.0,31.0,100.0,85.004,100.0,0.026,100.0,100.0,100.0,100.0,100.0,100.0,256.0
294,294_1.kt,Kotlin,4.584,2.0,12.0,0.0,0.266,16.676,13308.85,739.381,798.062,40.0,44.464,63.0,34.0,77.0,18.0,100.0,99.128,100.0,95.522,100.0,100.0,96.0,100.0,100.0,100.0,52.0,4.964,2.0,9.0,0.0,0.267,14.629,11700.107,650.006,799.812,37.0,45.196,64.0,35.0,77.0,16.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,51.0
296,296_1.java,Java,0.0,0.0,23.0,0.0,1.8,31.878,172172.231,9565.124,5401.011,126.0,28.048,302.0,90.0,496.0,19.0,100.0,98.469,100.0,98.462,100.0,100.0,74.0,100.0,100.0,100.0,109.0,0.0,0.0,23.0,0.0,1.8,31.878,172172.231,9565.124,5401.011,128.0,27.899,302.0,90.0,496.0,19.0,100.0,98.469,100.0,98.462,100.0,100.0,74.0,100.0,100.0,100.0,109.0
297,297_2.java,Java,0.75,0.0,26.0,0.0,2.186,41.31,270944.686,15052.483,6558.892,147.0,25.997,347.0,105.0,587.0,25.0,100.0,98.169,100.0,98.462,100.0,100.0,68.0,100.0,100.0,100.0,130.0,0.0,0.0,26.0,0.0,2.144,41.505,267000.728,14833.374,6433.0,144.0,26.251,342.0,103.0,577.0,25.0,100.0,98.169,100.0,98.462,100.0,100.0,68.0,100.0,100.0,100.0,128.0
299,299_1.java,Java,9.382,0.0,12.0,0.0,1.734,51.723,269026.426,14945.913,5201.303,132.0,27.722,318.0,83.0,449.0,27.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,110.0,9.971,0.0,12.0,0.0,1.585,47.228,224506.352,12472.575,4753.686,127.0,28.361,287.0,79.0,421.0,26.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,105.0
302,302_1.py,Python,13.479,58.0,34.0,0.0,11.079,116.216,3862785.521,214599.196,33238.01,618.0,0.0,1948.0,352.0,1907.0,42.0,100.0,82.605,100.0,0.033,100.0,100.0,52.0,100.0,100.0,100.0,394.0,13.713,58.0,34.0,0.0,10.937,115.59,3792521.866,210695.659,32810.194,616.0,0.0,1932.0,351.0,1875.0,42.0,100.0,82.605,100.0,0.033,100.0,100.0,52.0,100.0,100.0,100.0,393.0
303,303_1.ts,TypeScript,0.0,1.0,10.0,2.0,0.885,17.286,45896.474,2549.804,2655.168,120.0,30.535,121.0,70.0,288.0,20.0,100.0,99.2,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,90.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
303,303_2.ts,TypeScript,1.428,1.0,10.0,2.0,0.85,17.101,43633.304,2424.072,2551.439,115.0,31.059,118.0,69.0,276.0,20.0,100.0,99.2,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,89.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
303,303_3.ts,TypeScript,0.0,1.0,10.0,2.0,0.861,16.306,42124.165,2340.231,2583.358,107.0,31.704,115.0,67.0,287.0,19.0,100.0,99.2,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,86.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
309,309_1.ts,TypeScript,5.046,149.0,29.0,26.0,18.479,56.608,3138110.129,174339.452,55435.532,1269.0,0.0,1975.0,471.0,4212.0,27.0,100.0,80.0,100.0,0.002,100.0,100.0,0.0,100.0,100.0,100.0,498.0,5.098,149.0,29.0,24.0,18.278,56.303,3087390.545,171521.697,54835.498,1265.0,0.0,1956.0,469.0,4168.0,27.0,100.0,80.0,100.0,0.002,100.0,100.0,0.0,100.0,100.0,100.0,496.0
311,311_1.kt,Kotlin,0.0,2.0,5.0,0.0,0.323,16.5,15981.75,887.875,968.591,43.0,43.19,77.0,28.0,105.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,40.0,0.0,2.0,5.0,0.0,0.315,17.646,16653.927,925.218,943.788,39.0,44.193,77.0,24.0,107.0,11.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,35.0
311,311_3.kt,Kotlin,0.0,0.0,23.0,0.0,3.147,65.657,619794.229,34433.013,9439.908,176.0,23.184,584.0,169.0,643.0,38.0,100.0,98.469,100.0,98.462,100.0,100.0,74.0,100.0,100.0,100.0,207.0,0.0,0.0,23.0,0.0,2.834,63.139,536852.219,29825.123,8502.743,167.0,23.999,529.0,155.0,592.0,37.0,100.0,98.469,100.0,98.462,100.0,100.0,74.0,100.0,100.0,100.0,192.0
312,312_1.ts,TypeScript,4.566,14.0,15.0,1.0,2.305,24.857,171914.458,9550.803,6916.099,197.0,21.179,290.0,140.0,650.0,24.0,100.0,84.469,100.0,2.462,100.0,100.0,82.0,100.0,100.0,100.0,164.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
312,312_1.ts,TypeScript,4.566,14.0,15.0,1.0,2.305,24.857,171914.458,9550.803,6916.099,197.0,21.179,290.0,140.0,650.0,24.0,100.0,84.469,100.0,2.462,100.0,100.0,82.0,100.0,100.0,100.0,164.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
312,312_1.ts,TypeScript,4.566,14.0,15.0,1.0,2.305,24.857,171914.458,9550.803,6916.099,197.0,21.179,290.0,140.0,650.0,24.0,100.0,84.469,100.0,2.462,100.0,100.0,82.0,100.0,100.0,100.0,164.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
312,312_1.ts,TypeScript,4.566,14.0,15.0,1.0,2.305,24.857,171914.458,9550.803,6916.099,197.0,21.179,290.0,140.0,650.0,24.0,100.0,84.469,100.0,2.462,100.0,100.0,82.0,100.0,100.0,100.0,164.0,5.436,10.0,16.0,1.0,2.118,24.756,157331.686,8740.649,6355.319,184.0,22.621,262.0,127.0,616.0,24.0,100.0,85.005,100.0,6.702,100.0,100.0,80.0,100.0,100.0,100.0,151.0
314,314_1.ts,TypeScript,0.0,1.0,4.0,0.0,0.285,14.062,12040.807,668.934,856.235,40.0,44.384,45.0,24.0,117.0,15.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,39.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
314,314_2.ts,TypeScript,1.145,13.0,18.0,1.0,2.602,23.605,184230.454,10235.025,7804.575,277.0,17.717,347.0,147.0,710.0,20.0,100.0,84.262,100.0,3.077,100.0,100.0,76.0,100.0,100.0,100.0,167.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
315,315_1.java,Java,5.237,0.0,43.0,0.0,8.891,54.878,1463739.58,81318.866,26672.588,504.0,10.058,1500.0,328.0,1653.0,24.0,100.0,96.469,100.0,98.462,100.0,100.0,34.0,100.0,100.0,100.0,352.0,5.476,0.0,37.0,0.0,8.01,53.135,1276875.139,70937.508,24030.797,466.0,11.118,1396.0,289.0,1506.0,22.0,100.0,97.069,100.0,98.462,100.0,100.0,46.0,100.0,100.0,100.0,311.0
315,315_2.java,Java,0.0,0.0,23.0,0.0,0.983,14.576,43001.517,2388.973,2950.064,75.0,34.802,177.0,85.0,268.0,14.0,100.0,98.469,100.0,98.462,100.0,100.0,74.0,100.0,100.0,100.0,99.0,0.0,1.0,13.0,0.0,0.316,8.662,8205.943,455.886,947.295,33.0,45.899,63.0,40.0,104.0,11.0,100.0,99.7,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,51.0
316,316_1.kt,Kotlin,11.002,0.0,11.0,0.0,0.419,12.188,15323.543,851.308,1257.316,60.0,39.509,90.0,48.0,122.0,13.0,100.0,99.669,100.0,98.462,100.0,100.0,98.0,100.0,100.0,100.0,61.0,10.283,1.0,11.0,0.0,0.394,11.234,13283.258,737.959,1182.411,55.0,40.386,88.0,47.0,113.0,12.0,100.0,99.9,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,59.0
325,325_1.kt,Kotlin,0.0,2.0,0.0,0.0,0.084,0.957,241.209,13.4,252.173,12.0,59.373,44.0,23.0,11.0,1.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,24.0,0.0,2.0,0.0,0.0,0.084,0.957,241.209,13.4,252.173,12.0,59.373,44.0,23.0,11.0,1.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,24.0
326,326_1.ts,TypeScript,5.658,2.0,14.0,0.0,1.809,18.281,99182.153,5510.12,5425.549,173.0,24.762,242.0,139.0,499.0,21.0,100.0,98.928,100.0,95.522,100.0,100.0,92.0,100.0,100.0,100.0,160.0,5.722,3.0,15.0,0.0,1.781,17.599,94020.922,5223.385,5342.525,167.0,25.009,238.0,142.0,489.0,21.0,100.0,96.5,100.0,80.0,100.0,100.0,90.0,100.0,100.0,100.0,163.0
327,327_1.java,Java,0.0,6.0,40.0,0.0,3.487,31.979,334512.787,18584.044,10460.517,212.0,20.301,520.0,187.0,836.0,23.0,100.0,86.017,100.0,26.778,100.0,100.0,40.0,100.0,100.0,100.0,210.0,0.0,7.0,40.0,0.0,3.363,32.328,326109.111,18117.173,10087.582,208.0,20.458,506.0,180.0,810.0,23.0,100.0,84.727,100.0,18.182,100.0,100.0,40.0,100.0,100.0,100.0,203.0
327,327_2.java,Java,0.0,3.0,10.0,0.0,0.22,11.143,7342.908,407.939,658.979,32.0,47.025,48.0,28.0,75.0,13.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,41.0,0.0,3.0,10.0,0.0,0.273,12.391,10139.076,563.282,818.286,31.0,46.668,61.0,32.0,88.0,13.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0
327,327_3.java,Java,0.0,0.0,49.0,0.0,3.751,42.261,475514.398,26417.467,11251.884,165.0,23.261,567.0,161.0,927.0,24.0,100.0,95.869,100.0,98.462,100.0,100.0,22.0,100.0,100.0,100.0,185.0,0.0,0.0,49.0,0.0,3.391,40.845,415466.592,23081.477,10171.829,157.0,24.039,515.0,145.0,861.0,23.0,100.0,95.869,100.0,98.462,100.0,100.0,22.0,100.0,100.0,100.0,168.0
327,327_4.ts,TypeScript,22.337,2.0,0.0,0.0,0.069,2.0,414.905,23.05,207.453,21.0,54.665,16.0,16.0,32.0,4.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,20.0,23.378,2.0,0.0,0.0,0.064,2.0,382.313,21.24,191.157,20.0,55.376,15.0,15.0,30.0,4.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,19.0
329,329_1.java,Java,6.505,0.0,2.0,0.0,0.646,6.811,13192.279,732.904,1936.962,121.0,31.55,126.0,111.0,153.0,12.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,123.0,6.606,0.0,2.0,0.0,0.626,6.655,12498.766,694.376,1878.23,119.0,31.801,122.0,110.0,149.0,12.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,122.0
329,329_2.java,Java,60.628,2.0,23.0,0.0,1.843,90.146,498381.807,27687.878,5528.586,188.0,23.917,352.0,82.0,443.0,42.0,100.0,98.028,100.0,95.522,100.0,100.0,74.0,100.0,100.0,100.0,124.0,51.958,0.0,24.0,0.0,2.264,84.792,575982.586,31999.033,6792.915,205.0,22.739,407.0,108.0,529.0,45.0,100.0,98.369,100.0,98.462,100.0,100.0,72.0,100.0,100.0,100.0,153.0
336,336_1.kt,Kotlin,2.542,0.0,29.0,0.0,2.786,74.181,619917.524,34439.862,8356.86,277.0,19.258,535.0,119.0,618.0,33.0,100.0,97.869,100.0,98.462,100.0,100.0,62.0,100.0,100.0,100.0,152.0,2.586,0.0,29.0,0.0,2.713,73.544,598564.751,33253.597,8138.881,272.0,19.511,524.0,114.0,608.0,32.0,100.0,97.869,100.0,98.462,100.0,100.0,62.0,100.0,100.0,100.0,146.0
